
Bad key text.latex.preview in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 123 ('text.latex.preview : False')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key mathtext.fallback_to_cm in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 155 ('mathtext.fallback_to_cm : True  # When True, use symbols from the Computer Modern')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key savefig.jpeg_quality in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 418 ('savefig.jpeg_quality: 95       # when a jpeg is saved, the default quality parameter.')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key keymap.all_axes in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 466 ('keymap.all_axes : a                 # enable all axes')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key animation.avconv_path in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 477 ('animation.avconv_path: avconv     # Path to avconv binary. Without full path')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key animation.avconv_args in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 479 ('animation.avconv_args:            # Additional arguments to pass to avconv')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution
weights for positive classes: tensor([1.4829, 1.0000], device='cuda:0')
../checkpoints/BIMCV/resnet50_imagenet_-1_1/
working folder already exists

Bad key text.latex.preview in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 123 ('text.latex.preview : False')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key mathtext.fallback_to_cm in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 155 ('mathtext.fallback_to_cm : True  # When True, use symbols from the Computer Modern')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key savefig.jpeg_quality in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 418 ('savefig.jpeg_quality: 95       # when a jpeg is saved, the default quality parameter.')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key keymap.all_axes in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 466 ('keymap.all_axes : a                 # enable all axes')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key animation.avconv_path in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 477 ('animation.avconv_path: avconv     # Path to avconv binary. Without full path')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution

Bad key animation.avconv_args in file /home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/matplotlib/mpl-data/stylelib/_classic_test.mplstyle, line 479 ('animation.avconv_args:            # Additional arguments to pass to avconv')
You probably need to get an updated matplotlibrc file from
https://github.com/matplotlib/matplotlib/blob/v3.5.2/matplotlibrc.template
or from the matplotlib source distribution
weights for positive classes: tensor([1.4829, 1.0000], device='cuda:0')
../checkpoints/BIMCV/resnet50_imagenet_1_1/
Training on BIMCV, create new exp container at ../checkpoints/BIMCV/resnet50_imagenet_1_1/
pooling!! 256
training with  resnet50
/home/jusun/peng0347/anaconda3/lib/python3.7/site-packages/torch/nn/functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  /pytorch/c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
epoch0: train: loss:0.6913624862556608 	 acc:0.4032416502946955 | test: loss:0.6913082507129736 	 acc:0.4027504911591356 	 lr:0.0001
epoch1: train: loss:0.6891668695363642 	 acc:0.42976424361493126 | test: loss:0.6902398032617475 	 acc:0.40471512770137524 	 lr:0.0001
epoch2: train: loss:0.6880204730277446 	 acc:0.4587426326129666 | test: loss:0.6889228544441328 	 acc:0.4243614931237721 	 lr:0.0001
epoch3: train: loss:0.6858273549023687 	 acc:0.48477406679764246 | test: loss:0.6879839732042698 	 acc:0.4204322200392927 	 lr:0.0001
epoch4: train: loss:0.6860235628538375 	 acc:0.4567779960707269 | test: loss:0.6889207716775081 	 acc:0.40471512770137524 	 lr:0.0001
epoch5: train: loss:0.6825919186436591 	 acc:0.5427308447937131 | test: loss:0.6835480960038416 	 acc:0.45972495088408644 	 lr:0.0001
epoch6: train: loss:0.6862477425976212 	 acc:0.462671905697446 | test: loss:0.6897280576889547 	 acc:0.4086444007858546 	 lr:0.0001
epoch7: train: loss:0.6878625162692341 	 acc:0.4582514734774067 | test: loss:0.6945083009002251 	 acc:0.4066797642436149 	 lr:0.0001
epoch8: train: loss:0.6873275138774415 	 acc:0.6085461689587426 | test: loss:0.6819541599521 	 acc:0.6286836935166994 	 lr:0.0001
epoch9: train: loss:0.6757380464690608 	 acc:0.6070726915520629 | test: loss:0.6771298338950031 	 acc:0.5913555992141454 	 lr:0.0001
epoch10: train: loss:0.6731245058692977 	 acc:0.6267190569744597 | test: loss:0.6758068794117461 	 acc:0.6031434184675835 	 lr:0.0001
epoch11: train: loss:0.6760245905878033 	 acc:0.6149312377210217 | test: loss:0.6758026049741359 	 acc:0.6110019646365422 	 lr:0.0001
epoch12: train: loss:0.669562270809953 	 acc:0.6232809430255403 | test: loss:0.6726734122967674 	 acc:0.593320235756385 	 lr:0.0001
epoch13: train: loss:0.6689796731139447 	 acc:0.5461689587426326 | test: loss:0.6792571632473314 	 acc:0.47347740667976423 	 lr:0.0001
epoch14: train: loss:0.6662774371726106 	 acc:0.5849705304518664 | test: loss:0.6757893454583548 	 acc:0.5166994106090373 	 lr:0.0001
epoch15: train: loss:0.6661089662250227 	 acc:0.5854616895874263 | test: loss:0.6750124832267611 	 acc:0.5343811394891945 	 lr:0.0001
epoch16: train: loss:0.6635164061089162 	 acc:0.656188605108055 | test: loss:0.669790489149 	 acc:0.6444007858546169 	 lr:0.0001
epoch17: train: loss:0.669191180020278 	 acc:0.6630648330058939 | test: loss:0.6751389658052935 	 acc:0.6365422396856582 	 lr:0.0001
epoch18: train: loss:0.6598513701341475 	 acc:0.6026522593320236 | test: loss:0.6710854178561677 	 acc:0.5658153241650294 	 lr:0.0001
epoch19: train: loss:0.6770133583391111 	 acc:0.6267190569744597 | test: loss:0.6761054324026426 	 acc:0.6286836935166994 	 lr:0.0001
epoch20: train: loss:0.6612887497266758 	 acc:0.6011787819253438 | test: loss:0.6710946748439361 	 acc:0.5834970530451866 	 lr:0.0001
epoch21: train: loss:0.6656706686806819 	 acc:0.5682711198428291 | test: loss:0.6754494075222428 	 acc:0.5324165029469549 	 lr:0.0001
epoch22: train: loss:0.6556190151596819 	 acc:0.656188605108055 | test: loss:0.6636295613699202 	 acc:0.650294695481336 	 lr:0.0001
epoch23: train: loss:0.6626628091621024 	 acc:0.6345776031434185 | test: loss:0.6703249306247838 	 acc:0.6365422396856582 	 lr:0.0001
epoch24: train: loss:0.6564536922572872 	 acc:0.6070726915520629 | test: loss:0.6664991868268296 	 acc:0.5618860510805501 	 lr:0.0001
epoch25: train: loss:0.6640619579373268 	 acc:0.6458742632612967 | test: loss:0.6685588711137154 	 acc:0.6463654223968566 	 lr:0.0001
epoch26: train: loss:0.657239841220421 	 acc:0.5947937131630648 | test: loss:0.6709151643901068 	 acc:0.5481335952848723 	 lr:0.0001
epoch27: train: loss:0.6513209465913079 	 acc:0.6129666011787819 | test: loss:0.6630784564730227 	 acc:0.5776031434184676 	 lr:0.0001
epoch28: train: loss:0.6590604125165284 	 acc:0.662573673870334 | test: loss:0.6638514097406728 	 acc:0.6444007858546169 	 lr:0.0001
epoch29: train: loss:0.6579821174177534 	 acc:0.5766208251473477 | test: loss:0.6680074735802611 	 acc:0.555992141453831 	 lr:0.0001
epoch30: train: loss:0.6593810528341117 	 acc:0.5947937131630648 | test: loss:0.6722099440271119 	 acc:0.5520628683693517 	 lr:0.0001
epoch31: train: loss:0.6607014467767741 	 acc:0.6507858546168959 | test: loss:0.6672943252008884 	 acc:0.6404715127701375 	 lr:0.0001
epoch32: train: loss:0.6589751363034801 	 acc:0.6493123772102161 | test: loss:0.6697742253951802 	 acc:0.6208251473477406 	 lr:0.0001
epoch33: train: loss:0.6620513440817887 	 acc:0.5785854616895875 | test: loss:0.6709783295048711 	 acc:0.5383104125736738 	 lr:0.0001
epoch34: train: loss:0.6478049903815294 	 acc:0.6768172888015717 | test: loss:0.6576840562530023 	 acc:0.6620825147347741 	 lr:5e-05
epoch35: train: loss:0.6491297389763043 	 acc:0.6669941060903732 | test: loss:0.6560936992903824 	 acc:0.650294695481336 	 lr:5e-05
